id,location_big,location,seller_type,type,partitioning,comfort,price,rooms_count,useful_surface,built_surface,construction_year,real_estate_type,height_regime,level,max_level,kitchens_count,bathrooms_count,garages_count,parking_lots_count,balconies_count
620,"Bucuresti, Sector 6, zona Militari",Militari,agency,apartament,decomandat,,45400,2,50,,2021,bloc de apartamente,D+P+7E,3,7,1,1,,1,1
621,"Bucuresti, zona Pipera",Pipera,agency,apartament,decomandat,lux,87150,2,67,80,2020,bloc de apartamente,P+7E,3,7,1,1,1,1,1
623,"Bucuresti, Sector 6, zona Militari",Militari,agency,apartament,decomandat,,36800,2,40,,2021,bloc de apartamente,D+P+7E,Parter,7,1,1,,1,1
624,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,474888,5,168,258,2020,bloc de apartamente,P+5E,4,5,1,4,,,
625,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,1490000,5,250,390,2019,bloc de apartamente,P+9E,9,9,1,4,,2,
626,"Bucuresti, Sector 4, zona Berceni",Berceni,agency,apartament,decomandat,1,31500,1,39,49,2020,bloc de apartamente,D+P+6E,2,6,1,1,,1,1
627,"Bucuresti, Sector 6, zona Militari",Militari,agency,apartament,decomandat,,32000,1,32,,2021,bloc de apartamente,D+P+7E,1,7,1,1,,1,1
628,"Bucuresti, Sector 3, zona Mihai Bravu",Mihai Bravu,agency,apartament,decomandat,lux,83000,2,51,64,2020,bloc de apartamente,P+6E,1,6,1,1,,1,1
629,"Bucuresti, Sector 3, zona Tineretului",Tineretului,agency,apartament,decomandat,1,83000,2,56,60,2020,bloc de apartamente,P+6E,1,6,,1,,,1
630,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,semidecomandat,lux,449888,4,113,145,2019,bloc de apartamente,P+9E,5,9,1,3,,1,
701,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,semidecomandat,lux,1350000,4,160,394,2019,bloc de apartamente,P+9E,8,9,1,3,,2,
702,"Bucuresti, zona Theodor Pallady",Theodor Pallady,agency,apartament,decomandat,1,52900,2,48,54,2020,bloc de apartamente,P+7E,2,7,1,1,,,1
703,"Bucuresti, Sector 4, zona Brancoveanu",Brancoveanu,agency,apartament,decomandat,lux,86500,3,69,85,2020,bloc de apartamente,D+P+5E,3,5,1,1,,,1
704,"Bucuresti, Sector 6, zona Militari",Militari,agency,apartament,decomandat,,59900,3,72,,2021,bloc de apartamente,D+P+7E,7,7,1,2,,1,1
705,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,1300000,5,250,560,2008,bloc de apartamente,D+P+5E,5,5,1,4,,4,2
706,"Bucuresti, Sector 5, zona Prelungirea Ghencea",Prelungirea Ghencea,agency,apartament,decomandat,1,43850,2,50,62,2019,bloc de apartamente,P+4E,2,4,1,1,,,1
707,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,semidecomandat,lux,660000,6,231,290,2013,bloc de apartamente,P+4E,2,4,1,3,,2,
708,"Bucuresti, Sector 3, zona 1 Decembrie 1918",1 Decembrie 1918,agency,apartament,decomandat,1,45800,2,57,63,2020,bloc de apartamente,D+P+3E,Demisol,3,1,1,,,1
709,"Bucuresti, zona Militari",Militari,agency,apartament,semidecomandat,lux,40000,1,49,51,1984,bloc de apartamente,,4,,1,1,,1,
710,"Bucuresti, zona Theodor Pallady",Theodor Pallady,agency,apartament,decomandat,1,53450,2,49,54,2020,bloc de apartamente,P+7E,1,7,1,1,,,1
711,"Bucuresti, Sector 3, zona Titan",Titan,agency,apartament,decomandat,lux,124000,3,190,230,2021,bloc de apartamente,P+5E,5,5,1,2,,,2
712,"Bucuresti, Sector 3, zona Nicolae Grigorescu",Nicolae Grigorescu,agency,apartament,semidecomandat,2,92700,2,56,71,2015,bloc de apartamente,S+P,4,,1,1,,,1
713,"Bucuresti, Sector 3, zona Mihai Bravu",Mihai Bravu,agency,apartament,decomandat,lux,98500,2,59,69,2020,bloc de apartamente,P+11E,4,11,1,1,,,1
714,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,474990,4,165,258,2020,bloc de apartamente,P+5E,4,5,1,3,,,2
715,"Bucuresti, Sector 3, zona Unirii",Unirii,agency,apartament,decomandat,1,130000,2,72,86,2020,bloc de apartamente,S+D+P+11E,9,11,1,1,,,1
716,"Bucuresti, zona Militari",Militari,agency,apartament,decomandat,lux,42500,2,50,68,2020,bloc de apartamente,D+P+5E,3,5,1,1,,1,1
717,"Bucuresti, zona Theodor Pallady",Theodor Pallady,agency,apartament,decomandat,1,56500,2,51,56,2020,bloc de apartamente,P+7E,1,7,1,1,,,1
718,"Bucuresti, zona Militari",Militari,agency,apartament,decomandat,lux,43000,2,52,56,1984,bloc de apartamente,P+7E,6,7,1,1,,1,1
719,"Bucuresti, zona Militari",Militari,agency,apartament,decomandat,lux,28000,1,30,,2019,bloc de apartamente,D+P+5E,1,5,1,1,,1,1
720,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,semidecomandat,lux,546700,4,146,208,2020,bloc de apartamente,P+3E,2,3,1,3,2,,2
721,"Bucuresti, Sector 3, zona Nicolae Grigorescu",Nicolae Grigorescu,agency,apartament,semidecomandat,2,87000,2,47,77,2016,bloc de apartamente,S+P+4E,Parter,4,1,2,,,1
722,"Bucuresti, Sector 3, zona Titan",Titan,agency,apartament,decomandat,lux,49500,2,50,60,2021,bloc de apartamente,D+P+8E,1,8,1,1,,,1
723,"Bucuresti, Sector 6, zona Prelungirea Ghencea",Prelungirea Ghencea,agency,apartament,decomandat,1,56099,2,65,75,2020,bloc de apartamente,P+11E,6,11,1,1,,,1
724,"Bucuresti, zona Pantelimon",Pantelimon,agency,apartament,decomandat,lux,75600,2,,,2020,bloc de apartamente,D+P+3E,1,3,1,1,,,1
725,"Bucuresti, Sector 1, zona Aviatiei",Aviatiei,agency,apartament,decomandat,lux,167000,2,66,79,2020,bloc de apartamente,S+P+12E,8,12,1,1,1,1,1
726,"Bucuresti, zona Titan",Titan,agency,apartament,decomandat,lux,76600,2,87,100,2021,bloc de apartamente,D+P+8E,6,8,1,1,,,2
727,"Bucuresti, Sector 3, zona Titan",Titan,agency,apartament,decomandat,lux,52350,2,52,62,2021,bloc de apartamente,D+P+8E,1,8,1,1,,,1
728,"Bucuresti, Sector 3, zona Theodor Pallady",Theodor Pallady,agency,apartament,decomandat,1,73300,3,82,95,2021,bloc de apartamente,D+P+7E,Parter,7,1,1,,,2
729,"Bucuresti, zona Theodor Pallady",Theodor Pallady,agency,apartament,decomandat,1,59000,2,59,65,2020,bloc de apartamente,P+7E,7,7,,1,,,
730,"Bucuresti, Sector 3, zona Theodor Pallady",Theodor Pallady,agency,apartament,decomandat,,115000,3,76,,2021,bloc de apartamente,S+P+11E,2,11,1,2,,,1
801,"Bucuresti, Sector 1, zona Floreasca",Floreasca,agency,apartament,decomandat,lux,167000,2,66,79,2020,bloc de apartamente,S+P+12E,8,12,1,1,1,1,1
802,"Bucuresti, Sector 3, zona 1 Decembrie 1918",1 Decembrie 1918,agency,apartament,decomandat,1,52000,2,51,63,2021,bloc de apartamente,P+8E,6,8,1,1,,,1
803,"Bucuresti, Sector 6, zona Militari",Militari,agency,apartament,decomandat,1,51600,2,50,60,2020,bloc de apartamente,D+P+8E,2,8,1,1,,1,1
804,"Bucuresti, zona Theodor Pallady",Theodor Pallady,agency,apartament,decomandat,1,49990,2,45,52,2020,bloc de apartamente,P+7E,1,7,1,1,,,1
805,"Bucuresti, Sector 3, zona Titan",Titan,agency,apartament,decomandat,1,49500,2,50,55,2021,bloc de apartamente,D+P+8E,1,8,1,1,,,1
807,"Bucuresti, Sector 3, zona Titan",Titan,agency,apartament,decomandat,1,39400,1,36,42,2021,bloc de apartamente,D+P+8E,5,8,1,1,,,1
808,"Bucuresti, Sector 3, zona Titan",Titan,agency,apartament,decomandat,1,83500,3,84,95,2021,bloc de apartamente,D+P+8E,1,8,1,2,,,3
809,"Bucuresti, Sector 3, zona Titan",Titan,agency,apartament,decomandat,lux,39400,1,36,45,2021,bloc de apartamente,D+P+8E,5,8,1,1,,,1
810,"Bucuresti, Sector 1, zona Baneasa",Baneasa,agency,apartament,decomandat,lux,151630,4,81,118,2018,bloc de apartamente,S+P+7E,2,7,1,2,,,3
811,"Bucuresti, Sector 3, zona 1 Decembrie 1918",1 Decembrie 1918,agency,apartament,decomandat,1,83850,3,84,100,2021,bloc de apartamente,P+8E,5,8,1,2,,,1
812,"Bucuresti, Sector 3, zona Titan",Titan,agency,apartament,decomandat,1,61500,2,62,70,2021,bloc de apartamente,D+P+8E,3,8,1,1,,,2
813,"Bucuresti, Sector 3, zona 1 Decembrie 1918",1 Decembrie 1918,agency,apartament,decomandat,1,55000,2,55,66,2021,bloc de apartamente,S+P+8E,3,8,1,1,,,1
814,"Bucuresti, Sector 1, zona Baneasa",Baneasa,agency,apartament,decomandat,lux,46000,1,37,47,2019,bloc de apartamente,D+P+4E,3,4,1,1,,1,1
815,"Bucuresti, zona Theodor Pallady",Theodor Pallady,agency,apartament,decomandat,1,52900,2,48,54,2020,bloc de apartamente,P+7E,1,7,1,1,,,1
816,"Bucuresti, zona Drumul Taberei",Drumul Taberei,agency,apartament,decomandat,1,61500,2,54,64,2020,bloc de apartamente,P+6E,1,6,1,1,,,1
817,"Bucuresti, Sector 1, zona Baneasa",Baneasa,agency,apartament,decomandat,lux,118000,3,72,104,2018,bloc de apartamente,S+P+7E,1,7,1,2,,,2
818,"Bucuresti, Sector 6, zona Valea Oltului",Valea Oltului,agency,apartament,decomandat,1,64000,2,56,66,2020,bloc de apartamente,P+6E,Parter,6,1,1,,,1
819,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,187725,2,63,75,2020,bloc de apartamente,P+5E,4,5,1,1,,,1
820,"Bucuresti, Sector 3, zona Theodor Pallady",Theodor Pallady,agency,apartament,decomandat,1,39500,1,36,43,2021,bloc de apartamente,S+P+8E,1,8,1,1,,,1
821,"Bucuresti, Sector 1, zona Sisesti",Sisesti,agency,apartament,decomandat,lux,92000,2,65,75,2019,bloc de apartamente,P+6E,3,6,1,1,,,1
822,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,155000,2,70,83,2020,bloc de apartamente,P+5E,2,5,1,1,,,
823,"Bucuresti, Sector 6, zona Prelungirea Ghencea",Prelungirea Ghencea,agency,apartament,decomandat,1,55500,2,62,,2020,bloc de apartamente,S+P+5E,1,5,1,1,,,1
824,"Bucuresti, Sector 6, zona Prelungirea Ghencea",Prelungirea Ghencea,agency,apartament,decomandat,lux,60857,3,67,76,2019,bloc de apartamente,D+P+5E,Parter,5,1,2,,,
825,"Bucuresti, Sector 1, zona Aviatiei",Aviatiei,agency,apartament,decomandat,1,84396,2,51,76,2020,bloc de apartamente,P+11E,3,11,1,2,,,1
826,"Bucuresti, Sector 6, zona Gorjului",Gorjului,agency,apartament,decomandat,1,59300,2,52,55,2020,bloc de apartamente,P+4E,3,4,1,1,,1,1
827,"Bucuresti, Sector 4, zona Berceni",Berceni,agency,apartament,decomandat,1,45900,2,44,52,1976,bloc de apartamente,P+10E,9,10,1,1,,,1
828,"Bucuresti, zona Baneasa",Baneasa,agency,apartament,,,115000,3,91,,2019,bloc de apartamente,P+10E,3,10,,2,,,2
829,"Bucuresti, Sector 5, zona 13 Septembrie",13 Septembrie,agency,apartament,decomandat,1,97900,2,50,78,2020,bloc de apartamente,P+3E,1,3,1,1,,,1
830,"Bucuresti, zona Prelungirea Ghencea",Prelungirea Ghencea,agency,apartament,decomandat,1,42600,2,50,59,2020,bloc de apartamente,P+4E,1,4,1,1,,1,1
901,"Bucuresti, Sector 3, zona Theodor Pallady",Theodor Pallady,agency,apartament,decomandat,lux,61900,3,63,70,2019,bloc de apartamente,P+4E,2,4,1,2,,,1
902,"Bucuresti, zona Militari",Militari,agency,apartament,semidecomandat,1,79500,3,68,74,1979,bloc de apartamente,P+8E,6,8,1,2,,1,2
903,"Bucuresti, Sector 6, zona Militari",Militari,agency,apartament,decomandat,1,105000,3,80,88,2021,bloc de apartamente,S+P+9E,4,9,1,2,,,1
904,"Bucuresti, Sector 6, zona Lujerului",Lujerului,agency,apartament,decomandat,1,116000,3,81,115,2020,bloc de apartamente,S+P+8E,7,8,1,2,,,1
905,"Bucuresti, Sector 6, zona Militari",Militari,agency,apartament,decomandat,1,124000,3,80,,2019,bloc de apartamente,S+P,Parter,,1,2,,,
906,"Bucuresti, Sector 1, zona Domenii",Domenii,agency,apartament,decomandat,1,82845,2,38,50,2020,bloc de apartamente,S+P+11E,6,11,1,1,,,1
907,"Bucuresti, Sector 3, zona Titan",Titan,agency,apartament,decomandat,lux,54100,2,54,68,2021,bloc de apartamente,P+5E,3,5,1,1,,,1
908,"Bucuresti, Sector 1, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,490000,4,185,222,2016,bloc de apartamente,S+P+13E,1,13,1,3,2,2,2
909,"Bucuresti, Sector 5, zona 13 Septembrie",13 Septembrie,agency,apartament,decomandat,1,69900,1,33,60,2020,bloc de apartamente,P+3E+M,Parter,3,1,1,,,1
910,"Bucuresti, Sector 1, zona Baneasa",Baneasa,agency,apartament,decomandat,1,130000,3,87,95,2020,bloc de apartamente,S+P+3E,1,3,1,2,,1,1
911,"Bucuresti, Sector 1, zona Aviatiei",Aviatiei,agency,apartament,decomandat,1,77374,2,51,71,2020,bloc de apartamente,P+11E,11,11,1,2,,,1
912,"Bucuresti, Sector 4, zona Berceni",Berceni,agency,apartament,decomandat,1,51000,2,68,79,2021,bloc de apartamente,P+5E,4,5,1,1,,1,1
913,"Bucuresti, Sector 4, zona Berceni",Berceni,agency,apartament,decomandat,1,65450,3,69,69,2020,bloc de apartamente,P+4E,3,4,1,2,,,1
914,"Bucuresti, Sector 3, zona Timpuri Noi",Timpuri Noi,agency,apartament,decomandat,1,130000,2,71,86,2020,bloc de apartamente,S+D+P+11E,1,11,1,1,,,1
915,"Bucuresti, Sector 4, zona Berceni",Berceni,agency,apartament,decomandat,1,48000,2,63,75,2020,bloc de apartamente,D+P+6E,5,6,1,1,,1,1
916,"Bucuresti, Sector 1, zona Baneasa",Baneasa,agency,apartament,decomandat,1,173000,4,133,179,2019,bloc de apartamente,P+10E,9,10,1,3,,,2
917,"Bucuresti, Sector 1, zona Baneasa",Baneasa,agency,apartament,semidecomandat,1,93500,3,71,93,2018,bloc de apartamente,P+5E,5,5,1,2,,1,1
918,"Bucuresti, Sector 1, zona Domenii",Domenii,agency,apartament,decomandat,lux,219170,4,100,133,2021,bloc de apartamente,S+P+12E,1,12,1,2,,2,1
919,"Bucuresti, Sector 1, zona Primaverii",Primaverii,agency,apartament,decomandat,lux,870000,4,152,176,2018,bloc de apartamente,S+D+P+5E,Parter,5,1,3,,2,1
920,"Bucuresti, Sector 5, zona 13 Septembrie",13 Septembrie,agency,apartament,decomandat,1,77900,2,46,56,2020,bloc de apartamente,P+3E+M,Parter,3,1,1,,,1
921,"Bucuresti, zona Theodor Pallady",Theodor Pallady,agency,apartament,decomandat,1,52380,2,47,54,2019,bloc de apartamente,D+P+4E,1,4,,1,,,1
922,"Bucuresti, zona Drumul Taberei",Drumul Taberei,agency,apartament,decomandat,1,65100,2,54,64,2020,bloc de apartamente,P+6E,2,6,1,1,,,1
923,"Bucuresti, Sector 3, zona Theodor Pallady",Theodor Pallady,agency,apartament,semidecomandat,lux,55900,2,52,60,2019,bloc de apartamente,P+4E,2,4,1,1,,,1
924,"Bucuresti, Sector 5, zona Rahova",Rahova,agency,apartament,decomandat,1,62900,2,62,,2021,bloc de apartamente,D+P+8E,2,8,1,1,,,1
925,"Bucuresti, Sector 3, zona Titan",Titan,agency,apartament,semidecomandat,lux,36000,2,45,47,2020,bloc de apartamente,D+P+2E,Demisol,2,1,1,,1,1
926,"Bucuresti, zona Titan",Titan,agency,apartament,decomandat,lux,60900,1,36,55,2020,bloc de apartamente,P+11E,2,11,1,1,,,1
927,"Bucuresti, Sector 1, zona Primaverii",Primaverii,agency,apartament,decomandat,lux,489000,4,124,165,2020,bloc de apartamente,S+P+15E,2,15,1,3,,,1
928,"Bucuresti, zona Pipera",Pipera,agency,apartament,decomandat,lux,67856,2,66,76,2020,bloc de apartamente,P+5E,1,5,1,1,,,2
929,"Bucuresti, zona Drumul Taberei",Drumul Taberei,agency,apartament,decomandat,1,49500,1,38,50,2020,bloc de apartamente,P+6E,3,6,1,1,,,1
930,"Bucuresti, Sector 1, zona Primaverii",Primaverii,agency,apartament,decomandat,lux,1008000,4,127,159,2018,bloc de apartamente,S+D+P+5E,Parter,5,1,3,,2,1
1001,"Bucuresti, Sector 3, zona Titan",Titan,agency,apartament,decomandat,lux,83850,3,83,95,2021,bloc de apartamente,D+P+8E,3,8,1,2,,,1
1002,"Bucuresti, Sector 6, zona Drumul Taberei",Drumul Taberei,agency,apartament,decomandat,1,60000,2,66,,2020,bloc de apartamente,S+P+5E,1,5,1,1,,,2
1003,"Bucuresti, zona Pipera",Pipera,agency,apartament,decomandat,lux,88600,2,72,86,2020,bloc de apartamente,P+7E,1,7,1,1,1,1,1
1004,"Bucuresti, zona Berceni",Berceni,agency,apartament,decomandat,1,67000,2,66,80,2011,bloc de apartamente,P+3E,2,3,1,2,,1,2
1005,"Bucuresti, zona Baneasa",Baneasa,agency,apartament,decomandat,,380000,3,326,391,2017,bloc de apartamente,P+10E,10,10,1,2,,,
1006,"Bucuresti, zona 1 Mai",1 Mai,agency,apartament,decomandat,lux,135000,2,55,78,2020,bloc de apartamente,S+D+P+11E,2,11,1,1,,,1
1007,"Bucuresti, zona Aviatiei",Aviatiei,agency,apartament,decomandat,1,69685,2,44,63,2020,bloc de apartamente,P+4E,2,4,1,1,,,1
1008,"Bucuresti, Sector 1, zona Primaverii",Primaverii,agency,apartament,decomandat,lux,1278000,4,141,172,2018,bloc de apartamente,S+P+5E,2,5,1,3,,2,2
1009,"Bucuresti, zona Pipera",Pipera,agency,apartament,decomandat,1,78000,2,57,68,2020,bloc de apartamente,P+5E,5,5,1,1,,,1
1010,"Bucuresti, Sector 1, zona P-ta Presei Libere",P-ta Presei Libere,agency,apartament,decomandat,lux,93649,2,48,65,2020,bloc de apartamente,S+P,4,,1,1,,,1
1011,"Bucuresti, Sector 1, zona Herastrau",Herastrau,agency,apartament,decomandat,1,1395000,4,302,446,2020,bloc de apartamente,S+P+12E,11,12,1,3,,,4
1012,"Bucuresti, zona Drumul Taberei",Drumul Taberei,agency,apartament,decomandat,1,87300,3,76,96,2020,bloc de apartamente,P+6E,1,6,1,2,,,1
1013,"Bucuresti, Sector 1, zona Pipera",Pipera,agency,apartament,decomandat,1,58300,2,41,52,2020,bloc de apartamente,P+4E,1,4,1,1,,,1
1014,"Bucuresti, Sector 3, zona Titan",Titan,agency,apartament,decomandat,lux,59200,2,59,65,2021,bloc de apartamente,P+8E,3,8,1,1,,,1
1015,"Bucuresti, Sector 4, zona Giurgiului",Giurgiului,agency,apartament,decomandat,lux,58900,2,52,62,2020,bloc de apartamente,P+3E,Parter,3,1,1,,,
1016,"Bucuresti, Sector 6, zona Militari",Militari,agency,apartament,decomandat,,55000,2,59,,2018,bloc de apartamente,P+3E+M,1,3,1,1,,1,1
1017,"Bucuresti, zona Drumul Taberei",Drumul Taberei,agency,apartament,decomandat,1,58500,2,50,62,2020,bloc de apartamente,P+6E,5,6,1,1,,,1
1018,"Bucuresti, Sector 6, zona Drumul Taberei",Drumul Taberei,agency,apartament,decomandat,1,88500,2,64,76,2021,bloc de apartamente,S+P+11E,3,11,1,1,,,1
1019,"Bucuresti, zona Titan",Titan,agency,apartament,decomandat,lux,87800,2,62,65,2020,bloc de apartamente,P+11E,2,11,1,1,,,1
1020,"Bucuresti, zona Soseaua Nordului",Soseaua Nordului,agency,apartament,decomandat,lux,389000,4,144,177,2005,bloc de apartamente,P+4E,Parter,4,1,3,1,,2
1021,"Bucuresti, Sector 5, zona Rahova",Rahova,agency,apartament,decomandat,lux,29880,2,40,48,2019,bloc de apartamente,P+4E,Parter,4,1,1,,,
1022,"Bucuresti, Sector 1, zona Primaverii",Primaverii,agency,apartament,semidecomandat,1,259000,3,87,99,1984,casa/vila,D+P+1E+M,Parter,1,1,2,,,1
1023,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,155000,2,69,92,2020,bloc de apartamente,P+5E,2,5,1,1,1,,1
1024,"Bucuresti, zona Floreasca",Floreasca,agency,apartament,decomandat,lux,396000,3,90,127,2020,bloc de apartamente,P+5E,3,5,1,2,1,,
1025,"Bucuresti, Sector 3, zona Theodor Pallady",Theodor Pallady,agency,apartament,semidecomandat,lux,99500,4,105,120,2019,bloc de apartamente,S+P+4E,1,4,1,2,,,1
1026,"Bucuresti, zona Theodor Pallady",Theodor Pallady,agency,apartament,decomandat,lux,79000,3,84,100,2021,bloc de apartamente,D+P+7E,2,7,,2,,,2
1027,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,semidecomandat,lux,269000,3,91,105,2019,bloc de apartamente,D+P+6E,5,6,1,2,,1,
1028,"Bucuresti, Sector 4, zona Aparatorii Patriei",Aparatorii Patriei,agency,apartament,decomandat,1,56600,2,58,68,2020,bloc de apartamente,P+6E,2,6,1,1,,,1
1029,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,1,289000,4,117,135,2013,bloc de apartamente,P+6E,1,6,1,3,,,4
1030,"Bucuresti, Sector 6, zona Drumul Taberei",Drumul Taberei,agency,apartament,semidecomandat,1,74000,3,59,81,2020,bloc de apartamente,S+P+12E,4,12,1,1,,,1
1101,"Bucuresti, Sector 6, zona Drumul Taberei",Drumul Taberei,agency,apartament,decomandat,1,55000,2,55,60,,bloc de apartamente,P+2E,1,2,1,1,,,1
1102,"Bucuresti, Sector 6, zona Prelungirea Ghencea",Prelungirea Ghencea,agency,apartament,decomandat,1,44500,2,53,55,2020,bloc de apartamente,P+4E,1,4,1,1,,,1
1103,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,389888,3,141,180,2009,bloc de apartamente,P+6E,2,6,1,2,,2,
1104,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,semidecomandat,lux,299000,3,85,95,2015,bloc de apartamente,P+5E,3,5,1,2,,1,1
1105,"Bucuresti, Sector 3, zona Mihai Bravu",Mihai Bravu,agency,apartament,,lux,117000,3,70,80,2016,bloc de apartamente,P+11E,4,11,1,1,,,1
1106,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,semidecomandat,lux,310000,3,81,93,2019,bloc de apartamente,P+9E,3,9,1,2,,,
1107,"Bucuresti, Sector 4, zona Aparatorii Patriei",Aparatorii Patriei,agency,apartament,decomandat,1,104500,3,84,84,2020,bloc de apartamente,P+4E,1,4,1,2,,,1
1108,"Bucuresti, Sector 6, zona Prelungirea Ghencea",Prelungirea Ghencea,agency,apartament,decomandat,1,52280,2,61,72,2020,bloc de apartamente,S+P+11E,5,11,1,1,,,1
1109,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,450000,3,110,168,2008,bloc de apartamente,P+6E,4,6,1,2,,1,
1110,"Bucuresti, Sector 1, zona Ultracentral",Ultracentral,agency,apartament,nedecomandat,1,45000,1,22,,2002,casa/vila,P+1E,Parter,1,1,1,,,
1111,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,368000,3,101,124,2020,bloc de apartamente,P+4E,3,4,1,2,,1,
1112,"Bucuresti, Sector 3, zona Theodor Pallady",Theodor Pallady,agency,apartament,decomandat,lux,55900,2,53,62,2019,bloc de apartamente,P+4E,2,4,1,1,,,1
1113,"Bucuresti, Sector 1, zona Domenii",Domenii,agency,apartament,decomandat,1,209000,4,91,125,2019,bloc de apartamente,,2,,1,2,,,1
1114,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,697888,3,130,190,2017,bloc de apartamente,P+12E,9,12,1,2,,2,2
1115,"Bucuresti, Sector 6, zona Drumul Taberei",Drumul Taberei,agency,apartament,semidecomandat,1,69000,2,58,62,2020,bloc de apartamente,S+D+P,7,,1,1,,,1
1116,"Bucuresti, zona Soseaua Nordului",Soseaua Nordului,agency,apartament,semidecomandat,lux,289000,3,85,117,2008,bloc de apartamente,P+5E,3,5,1,2,,,1
1117,"Bucuresti, Sector 3, zona Titan",Titan,agency,apartament,decomandat,lux,53900,2,54,57,2020,bloc de apartamente,D+P+3E,1,3,1,1,,1,1
1118,"Bucuresti, Sector 1, zona Floreasca",Floreasca,agency,apartament,decomandat,lux,364000,3,81,112,2020,bloc de apartamente,S+P+20E,13,20,1,2,,,1
1119,"Bucuresti, Sector 6, zona Drumul Taberei",Drumul Taberei,agency,apartament,decomandat,lux,82857,3,70,90,2018,bloc de apartamente,S+P+9E,9,9,1,2,,,1
1121,"Bucuresti, Sector 1, zona Baneasa",Baneasa,agency,apartament,decomandat,1,86500,2,68,75,2020,bloc de apartamente,P+11E,1,11,1,1,,,1
1122,"Bucuresti, Sector 1, zona Pipera",Pipera,agency,apartament,decomandat,lux,43000,1,33,43,2020,bloc de apartamente,D+P+4E,1,4,1,1,,1,1
